교과목,학점,년도,교과목명
GS4741,3,2017,기술정보사회의 심리학
GS4761,3,2017,인공지능 로봇의 윤리
GS4761,3,2017,인공지능 및 로봇의 윤리와 법
GS2620,3,2018,철학의 근본 문제들
GS2661,3,2018,논리와 비판적 사고
GS2701,3,2018,한국사회의 이해
GS2702,3,2018,미국사회의 이해
GS2703,3,2018,"세계화와 발전 : 세계의 정치, 경제, 문화 지형"
GS2704,3,2018,기업과 사회
GS2704,3,2018,기업과 사회 Ⅰ
GS2705,3,2018,"정보사회론: 기술, 미디어, 대중문화"
GS2706,3,2018,세계정치의 변환
GS2707,3,2018,오타쿠 대중문화론
GS2708,3,2018,기업과 사회 Ⅱ
GS2709,3,2018,한국 현대정치사
GS2724,3,2018,거시경제학
GS2725,3,2018,사회복지와 재정
GS2726,3,2018,글로벌 경제의 이해
GS2727,3,2018,동아시아 경제론
GS2728,3,2018,세계화 시대의 경제정책
GS2730,3,2018,해외경제론
GS2731,3,2018,미시경제학
GS2732,3,2018,행동경제학 1
GS2733,3,2018,행동경제학 2
GS2734,3,2018,행복의 조건
GS2735,3,2018,한국의 경제발전
GS2742,3,2018,마음과 행동의 이해
GS2742,3,2018,마음과 행동의 이해 1: 사회적 마음의 탐구
GS2742,3,2018,마음과 행동의 이해 Ⅰ: 사회적 마음의 탐구
GS2742,3,2018,인간의 마음과 행동 1
GS2743,3,2018,마음과 행동의 이해 II
GS2743,3,2018,인간의 마음과 행동 2
GS2747,3,2018,인간관계의 심리학
GS2748,3,2018,언어와 마음: 언어심리학적 접근
GS2750,3,2018,경영학원론
GS2751,3,2018,전략경영
GS2751,3,2018,전략경영 I
GS2752,3,2018,기술혁신전략
GS2761,3,2018,인권법: 현대사회의 인권 문제들
GS2762,3,2018,법과 정의: 이념과 현실
GS2763,3,2018,현대법학의 이해
GS2764,3,2018,현대법철학
GS2765,3,2018,헌법과 국가
GS2781,3,2018,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴
GS2782,3,2018,국제관계론 Ⅱ: 세계정치의 전지구화의 과정과 쟁점
GS2783,3,2018,과학기술과 전쟁
GS2784,3,2018,고전 정치사상의 이해
GS2785,3,2018,국가와 시민사회론
GS2786,3,2018,정치경제론
GS2787,3,2018,한국정치론
GS2788,3,2018,민주주의론
GS2803,3,2018,과학기술과 사회
GS2812,3,2018,생명윤리와 법
GS2831,3,2018,과학기술학의 이해(1): 과학사회논쟁의 쟁점과 윤리
GS2832,3,2018,테크노사이언스의 역사와 쟁점
GS3631,3,2018,마음과 컴퓨터
GS3632,3,2018,의사결정 이론과 합리적 선택
GS3632,3,2018,합리적 판단과 선택
GS3633,3,2018,과학철학 특강
GS3633,3,2018,서양 현대 철학 강독
GS3721,3,2018,교육의 경제학
GS3751,3,2018,소셜네트워크와 기업행동
GS3752,3,2018,기업전략
GS3752,3,2018,전략경영 II
GS3762,3,2018,현대법사상 강독
GS3763,3,2018,현대 법철학의 주제들
GS3764,3,2018,뇌와 인지
GS3861,3,2018,신경과학과 법
GS4741,3,2018,기술정보사회의 심리학
GS4761,3,2018,인공지능 로봇의 윤리
GS4761,3,2018,인공지능 및 로봇의 윤리와 법
GS4762,3,2018,인공지능 로봇의 법
GS2620,3,2019,철학의 근본 문제들
GS2661,3,2019,논리와 비판적 사고
GS2701,3,2019,한국사회의 이해
GS2702,3,2019,미국사회의 이해
GS2703,3,2019,"세계화와 발전 : 세계의 정치, 경제, 문화 지형"
GS2704,3,2019,기업과 사회
GS2704,3,2019,기업과 사회 Ⅰ
GS2705,3,2019,"정보사회론: 기술, 미디어, 대중문화"
GS2706,3,2019,세계정치의 변환
GS2707,3,2019,오타쿠 대중문화론
GS2708,3,2019,기업과 사회 Ⅱ
GS2709,3,2019,한국 현대정치사
GS2724,3,2019,거시경제학
GS2725,3,2019,사회복지와 재정
GS2726,3,2019,글로벌 경제의 이해
GS2727,3,2019,동아시아 경제론
GS2728,3,2019,세계화 시대의 경제정책
GS2730,3,2019,해외경제론
GS2731,3,2019,미시경제학
GS2732,3,2019,행동경제학 1
GS2733,3,2019,행동경제학 2
GS2734,3,2019,행복의 조건
GS2735,3,2019,한국의 경제발전
GS2736,3,2019,통일독일과 남북통일
GS2742,3,2019,마음과 행동의 이해
GS2742,3,2019,마음과 행동의 이해 1: 사회적 마음의 탐구
GS2742,3,2019,마음과 행동의 이해 Ⅰ: 사회적 마음의 탐구
GS2742,3,2019,인간의 마음과 행동 1
GS2743,3,2019,마음과 행동의 이해 II
GS2743,3,2019,인간의 마음과 행동 2
GS2747,3,2019,인간관계의 심리학
GS2748,3,2019,언어와 마음: 언어심리학적 접근
GS2750,3,2019,경영학원론
GS2751,3,2019,전략경영
GS2751,3,2019,전략경영 I
GS2752,3,2019,기술혁신전략
GS2761,3,2019,인권법: 현대사회의 인권 문제들
GS2762,3,2019,법과 정의: 이념과 현실
GS2763,3,2019,현대법학의 이해
GS2765,3,2019,헌법과 국가
GS2781,3,2019,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴
GS2782,3,2019,국제관계론 Ⅱ: 세계정치의 전지구화의 과정과 쟁점
GS2783,3,2019,과학기술과 전쟁
GS2784,3,2019,고전 정치사상의 이해
GS2785,3,2019,국가와 시민사회론
GS2786,3,2019,정치경제론
GS2787,3,2019,한국정치론
GS2788,3,2019,민주주의론
GS2803,3,2019,과학기술과 사회
GS2812,3,2019,생명윤리와 법
GS2831,3,2019,과학기술학의 이해(1): 과학사회논쟁의 쟁점과 윤리
GS2832,3,2019,테크노사이언스의 역사와 쟁점
GS2833,3,2019,과학기술학의 이해(2): 비판적 디자인
GS2834,3,2019,역사 속의 과학
GS2835,2,2019,인간과 식물
GS3631,3,2019,마음과 컴퓨터
GS3632,3,2019,의사결정 이론과 합리적 선택
GS3632,3,2019,합리적 판단과 선택
GS3633,3,2019,과학철학 특강
GS3633,3,2019,서양 현대 철학 강독
GS3721,3,2019,교육의 경제학
GS3751,3,2019,소셜네트워크와 기업행동
GS3752,3,2019,기업전략
GS3752,3,2019,전략경영 II
GS3753,3,2019,기업집단의 이해
GS3762,3,2019,현대법사상 강독
GS3763,3,2019,현대 법철학의 주제들
GS3764,3,2019,뇌와 인지
GS3861,3,2019,신경과학과 법
GS4741,3,2019,기술정보사회의 심리학
GS4761,3,2019,인공지능 로봇의 윤리
GS4761,3,2019,인공지능 및 로봇의 윤리와 법
GS4762,3,2019,인공지능 로봇의 법
GS2620,3,2020,철학의 근본 문제들
GS2661,3,2020,논리와 비판적 사고
GS2701,3,2020,한국사회의 이해
GS2702,3,2020,미국사회의 이해
GS2703,3,2020,"세계화와 발전 : 세계의 정치, 경제, 문화 지형"
GS2704,3,2020,기업과 사회
GS2704,3,2020,기업과 사회 Ⅰ
GS2705,3,2020,"정보사회론: 기술, 미디어, 대중문화"
GS2706,3,2020,세계정치의 변환
GS2707,3,2020,오타쿠 대중문화론
GS2708,3,2020,기업과 사회 Ⅱ
GS2709,3,2020,한국 현대정치사
GS2724,3,2020,거시경제학
GS2725,3,2020,사회복지와 재정
GS2726,3,2020,글로벌 경제의 이해
GS2727,3,2020,동아시아 경제론
GS2728,3,2020,세계화 시대의 경제정책
GS2730,3,2020,해외경제론
GS2731,3,2020,미시경제학
GS2732,3,2020,행동경제학 1
GS2733,3,2020,행동경제학 2
GS2734,3,2020,행복의 조건
GS2735,3,2020,한국의 경제발전
GS2736,3,2020,통일독일과 남북통일
GS2742,3,2020,마음과 행동의 이해
GS2742,3,2020,마음과 행동의 이해 1: 사회적 마음의 탐구
GS2742,3,2020,마음과 행동의 이해 Ⅰ: 사회적 마음의 탐구
GS2742,3,2020,인간의 마음과 행동 1
GS2743,3,2020,마음과 행동의 이해 II
GS2743,3,2020,인간의 마음과 행동 2
GS2747,3,2020,인간관계의 심리학
GS2748,3,2020,언어와 마음: 언어심리학적 접근
GS2750,3,2020,경영학원론
GS2751,3,2020,전략경영
GS2751,3,2020,전략경영 I
GS2752,3,2020,기술혁신전략
GS2761,3,2020,인권법: 현대사회의 인권 문제들
GS2762,3,2020,법과 정의: 이념과 현실
GS2763,3,2020,현대법학의 이해
GS2765,3,2020,헌법과 국가
GS2781,3,2020,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴
GS2782,3,2020,국제관계론 Ⅱ: 세계정치의 전지구화의 과정과 쟁점
GS2783,3,2020,과학기술과 전쟁
GS2784,3,2020,고전 정치사상의 이해
GS2785,3,2020,국가와 시민사회론
GS2786,3,2020,정치경제론
GS2787,3,2020,한국정치론
GS2788,3,2020,민주주의론
GS2803,3,2020,과학기술과 사회
GS2812,3,2020,생명윤리와 법
GS2831,3,2020,과학기술학의 이해(1): 과학사회논쟁의 쟁점과 윤리
GS2832,3,2020,테크노사이언스의 역사와 쟁점
GS2833,3,2020,과학기술학의 이해(2): 비판적 디자인
GS2834,3,2020,역사 속의 과학
GS2835,2,2020,인간과 식물
GS3631,3,2020,마음과 컴퓨터
GS3632,3,2020,의사결정 이론과 합리적 선택
GS3632,3,2020,합리적 판단과 선택
GS3633,3,2020,과학철학 특강
GS3633,3,2020,서양 현대 철학 강독
GS3721,3,2020,교육의 경제학
GS3751,3,2020,소셜네트워크와 기업행동
GS3752,3,2020,기업전략
GS3752,3,2020,전략경영 II
GS3753,3,2020,기업집단의 이해
GS3762,3,2020,현대법사상 강독
GS3763,3,2020,현대 법철학의 주제들
GS3764,3,2020,뇌와 인지
GS3861,3,2020,신경과학과 법
GS4741,3,2020,기술정보사회의 심리학
GS4761,3,2020,인공지능 로봇의 윤리
GS4761,3,2020,인공지능 및 로봇의 윤리와 법
GS4762,3,2020,인공지능 로봇의 법
GS2620,3,2021,철학의 근본 문제들
GS2661,3,2021,논리와 비판적 사고
GS2701,3,2021,한국사회의 이해
GS2702,3,2021,미국사회의 이해
GS2703,3,2021,"세계화와 발전 : 세계의 정치, 경제, 문화 지형"
GS2704,3,2021,기업과 사회
GS2704,3,2021,기업과 사회 Ⅰ
GS2705,3,2021,"정보사회론: 기술, 미디어, 대중문화"
GS2706,3,2021,세계정치의 변환
GS2707,3,2021,오타쿠 대중문화론
GS2708,3,2021,기업과 사회 Ⅱ
GS2709,3,2021,한국 현대정치사
GS2724,3,2021,거시경제학
GS2725,3,2021,사회복지와 재정
GS2726,3,2021,글로벌 경제의 이해
GS2727,3,2021,동아시아 경제론
GS2728,3,2021,세계화 시대의 경제정책
GS2730,3,2021,해외경제론
GS2731,3,2021,미시경제학
GS2732,3,2021,행동경제학 1
GS2733,3,2021,행동경제학 2
GS2734,3,2021,행복의 조건
GS2735,3,2021,한국의 경제발전
GS2736,3,2021,통일독일과 남북통일
GS2742,3,2021,마음과 행동의 이해
GS2742,3,2021,마음과 행동의 이해 1: 사회적 마음의 탐구
GS2742,3,2021,마음과 행동의 이해 Ⅰ: 사회적 마음의 탐구
GS2742,3,2021,인간의 마음과 행동 1
GS2743,3,2021,마음과 행동의 이해 II
GS2743,3,2021,인간의 마음과 행동 2
GS2747,3,2021,인간관계의 심리학
GS2748,3,2021,언어와 마음: 언어심리학적 접근
GS2750,3,2021,경영학원론
GS2751,3,2021,전략경영
GS2751,3,2021,전략경영 I
GS2752,3,2021,기술혁신전략
GS2753,3,2021,기술벤처창업론
GS2761,3,2021,인권법: 현대사회의 인권 문제들
GS2762,3,2021,법과 정의: 이념과 현실
GS2763,3,2021,현대법학의 이해
GS2765,3,2021,헌법과 국가
GS2781,3,2021,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴
GS2782,3,2021,국제관계론 Ⅱ: 세계정치의 전지구화의 과정과 쟁점
GS2783,3,2021,과학기술과 전쟁
GS2784,3,2021,고전 정치사상의 이해
GS2785,3,2021,국가와 시민사회론
GS2786,3,2021,정치경제론
GS2787,3,2021,한국정치론
GS2788,3,2021,민주주의론
GS2794,3,2021,현대사회사상의 흐름
GS2795,3,2021,문명으로 보는 21세기
GS2796,3,2021,키워드로 보는 한국의 역동성
GS2797,3,2021,꿈의 사회학
GS2803,3,2021,과학기술과 사회
GS2812,3,2021,생명윤리와 법
GS2832,3,2021,테크노사이언스의 역사와 쟁점
GS2832,3,2021,기술과 문화
GS2833,3,2021,과학기술학의 이해: 비판적 디자인
GS2833,3,2021,비판적 디자인
GS2834,3,2021,역사 속의 과학
GS2835,2,2021,인간과 식물
GS3631,3,2021,마음과 컴퓨터
GS3632,3,2021,의사결정 이론과 합리적 선택
GS3632,3,2021,합리적 판단과 선택
GS3633,3,2021,과학철학 특강
GS3633,3,2021,서양 현대 철학 강독
GS3721,3,2021,교육의 경제학
GS3735,3,2021,한국의 경제발전
GS3736,3,2021,통일독일과 남북통일
GS3751,3,2021,소셜네트워크와 기업행동
GS3752,3,2021,기업전략
GS3752,3,2021,전략경영 II
GS3753,3,2021,기업집단의 이해
GS3762,3,2021,현대법사상 강독
GS3763,3,2021,현대 법철학의 주제들
GS3764,3,2021,뇌와 인지
GS3785,3,2021,국가와 시민사회론
GS3786,3,2021,정치경제론
GS3831,3,2021,과학기술학의 이해: 과학사회논쟁의 쟁점과 윤리
GS3838,3,2021,과학기술정책의 이해
GS3861,3,2021,신경과학과 법
GS4741,3,2021,기술정보사회의 심리학
GS4761,3,2021,인공지능 로봇의 윤리
GS4761,3,2021,인공지능 및 로봇의 윤리와 법
GS4762,3,2021,인공지능 로봇의 법
GS4837,3,2021,과학기술과 사회 연구 세미나
